ticket_id,customer_id,opened_date,resolved_date,severity,resolved
1310,767,2023-09-20,2023-10-03,Low,1
1311,767,2023-06-20,2023-07-01,Low,1
1312,769,2023-08-29,,High,0
1313,770,2023-06-19,,Low,0
1314,770,2023-02-16,2023-02-26,Critical,1
1315,770,2023-08-25,2023-09-01,Medium,1
1316,770,2023-08-20,2023-08-23,Low,1
1317,771,2023-10-21,2023-10-27,Low,1
1318,775,2023-09-17,2023-09-19,Low,1
1319,776,2023-12-23,2023-12-28,Low,1
1320,778,2023-01-11,2023-01-16,High,1
1321,779,2023-12-22,2024-01-05,Medium,1
1322,779,2023-12-10,2023-12-19,Medium,1
1323,780,2023-07-01,2023-07-07,Critical,1
1324,780,2023-12-23,2023-12-25,High,1
1325,781,2023-07-03,,Critical,0
1326,781,2023-12-17,,Medium,0
1327,781,2023-01-12,2023-01-20,Low,1
1328,781,2023-02-02,2023-02-13,Critical,1
1329,782,2023-03-30,2023-04-08,Medium,1
1330,782,2023-06-14,2023-06-22,Medium,1
1331,782,2023-09-08,2023-09-13,Critical,1
1332,785,2023-09-14,2023-09-24,Medium,1
1333,787,2023-01-17,2023-01-23,Medium,1
1334,787,2023-11-13,2023-11-18,Medium,1
1335,788,2023-01-13,2023-01-22,High,1
1336,790,2023-03-21,2023-03-29,High,1
1337,791,2023-11-05,2023-11-19,Medium,1
1338,791,2023-07-21,2023-08-01,Critical,1
1339,792,2023-08-26,2023-09-02,Medium,1
1340,792,2023-01-20,,Medium,0
1341,793,2023-04-13,2023-04-21,Low,1
1342,793,2023-02-12,,Medium,0
1343,794,2023-05-04,2023-05-13,Low,1
1344,796,2023-04-16,2023-04-19,Medium,1
1345,796,2023-01-30,2023-02-01,High,1
1346,796,2023-03-21,2023-03-29,Low,1
1347,797,2023-06-06,2023-06-13,Low,1
1348,797,2023-05-21,2023-06-01,High,1
1349,797,2023-08-10,2023-08-21,High,1
1350,797,2023-03-18,2023-03-29,Low,1
1351,797,2023-07-27,2023-08-03,Medium,1
1352,797,2023-07-27,2023-08-07,Medium,1
1353,797,2023-11-06,2023-11-16,High,1
1354,799,2023-08-19,2023-08-23,Medium,1
1355,800,2023-11-08,2023-11-20,Low,1
1356,801,2023-10-02,2023-10-03,Low,1
1357,801,2023-11-05,2023-11-07,Medium,1
1358,801,2023-11-25,2023-12-03,Low,1
1359,805,2023-06-13,2023-06-14,Medium,1
1360,805,2023-03-28,2023-04-07,Medium,1
1361,805,2023-08-25,2023-08-30,Critical,1
1362,805,2023-10-14,,Medium,0
1363,807,2023-02-16,2023-02-22,Low,1
1364,808,2023-12-10,2023-12-12,Medium,1
1365,809,2023-02-18,2023-02-20,Medium,1
1366,811,2023-11-14,2023-11-16,Low,1
1367,812,2023-06-12,2023-06-25,High,1
1368,812,2023-12-25,2023-12-31,Critical,1
1369,812,2023-03-16,2023-03-19,High,1
1370,812,2023-07-04,2023-07-17,Low,1
1371,812,2023-07-17,,Medium,0
1372,815,2023-11-21,2023-11-25,Medium,1
1373,815,2023-12-18,2023-12-21,Critical,1
1374,815,2023-11-21,2023-12-01,Medium,1
1375,815,2023-03-16,2023-03-17,Critical,1
1376,818,2023-07-29,2023-08-01,Medium,1
1377,818,2023-01-26,2023-02-06,Low,1
1378,818,2023-07-20,2023-08-01,Critical,1
1379,818,2023-04-06,2023-04-09,Low,1
1380,820,2023-07-18,2023-08-01,High,1
1381,820,2023-08-12,2023-08-19,High,1
1382,820,2023-04-19,2023-04-20,Low,1
1383,820,2023-01-10,2023-01-22,Medium,1
1384,820,2023-07-25,2023-08-01,High,1
1385,820,2023-01-16,2023-01-22,Medium,1
1386,822,2023-03-14,2023-03-21,Low,1
1387,822,2023-07-26,2023-08-08,Low,1
1388,823,2023-08-20,2023-08-24,Low,1
1389,824,2023-04-27,2023-05-06,Medium,1
1390,824,2023-03-31,,Low,0
1391,824,2023-11-03,2023-11-09,Low,1
1392,825,2023-07-25,2023-08-03,Medium,1
1393,825,2023-01-18,,Medium,0
1394,825,2023-01-18,2023-01-19,Critical,1
1395,825,2023-07-04,2023-07-06,Medium,1
1396,825,2023-10-09,2023-10-10,High,1
1397,825,2023-11-19,2023-11-29,Low,1
1398,828,2023-04-14,2023-04-23,Low,1
1399,828,2023-08-22,2023-08-25,Medium,1
1400,828,2023-04-26,2023-04-27,High,1
1401,828,2023-10-27,2023-11-01,Low,1
1402,830,2023-09-08,2023-09-22,Medium,1
1403,830,2023-01-04,,Low,0
1404,831,2023-03-29,2023-04-08,High,1
1405,831,2023-12-07,2023-12-08,High,1
1406,831,2023-03-25,,Medium,0
1407,831,2023-02-27,2023-03-08,Critical,1
1408,831,2023-08-05,2023-08-16,Medium,1
1409,831,2023-06-28,2023-07-01,Medium,1
1410,831,2023-08-12,2023-08-25,Medium,1
1411,832,2023-12-19,2024-01-01,High,1
1412,833,2023-12-30,2024-01-08,Low,1
1413,833,2023-05-21,,Critical,0
1414,833,2023-06-12,2023-06-22,Medium,1
1415,834,2023-03-31,2023-04-10,Critical,1
1416,834,2023-02-10,2023-02-24,Low,1
1417,834,2023-11-10,2023-11-11,High,1
1418,835,2023-08-13,2023-08-20,Medium,1
1419,836,2023-03-30,2023-04-13,Medium,1
1420,836,2023-10-12,2023-10-15,Medium,1
1421,836,2023-06-01,2023-06-08,Critical,1
1422,836,2023-02-06,2023-02-10,High,1
1423,836,2023-01-31,,High,0
1424,838,2023-06-25,2023-07-02,Medium,1
1425,838,2023-07-17,2023-07-27,Low,1
1426,838,2023-09-13,2023-09-23,Medium,1
1427,838,2023-07-13,2023-07-20,Medium,1
1428,839,2023-08-18,2023-08-25,Critical,1
1429,839,2023-10-26,2023-10-28,Low,1
1430,839,2023-12-30,2024-01-06,Medium,1
1431,839,2023-10-17,2023-10-30,Medium,1
1432,839,2023-09-29,2023-10-10,Medium,1
1433,840,2023-12-19,2023-12-26,Critical,1
1434,840,2023-08-01,2023-08-05,Critical,1
1435,840,2023-07-09,2023-07-17,High,1
1436,840,2023-01-06,2023-01-20,Medium,1
1437,840,2023-07-31,2023-08-11,Medium,1
1438,842,2023-11-01,2023-11-13,Low,1
1439,843,2023-02-05,2023-02-06,Medium,1
1440,846,2023-06-22,2023-07-01,Critical,1
1441,846,2023-01-22,,Low,0
1442,846,2023-08-14,2023-08-21,Medium,1
1443,846,2023-10-22,,Critical,0
1444,846,2023-08-10,2023-08-20,Critical,1
1445,846,2023-01-06,2023-01-18,High,1
1446,849,2023-02-18,2023-03-01,Medium,1
1447,850,2023-05-18,2023-05-26,High,1
1448,850,2023-07-24,2023-08-05,Medium,1
1449,850,2023-07-04,2023-07-11,High,1
1450,850,2023-05-20,2023-05-28,Medium,1
1451,850,2023-11-21,2023-12-01,Medium,1
1452,851,2023-05-28,2023-06-05,High,1
1453,852,2023-10-12,,Medium,0
1454,852,2023-02-26,2023-03-03,Critical,1
1455,852,2023-11-15,2023-11-26,Low,1
1456,852,2023-02-11,2023-02-19,Medium,1
1457,854,2023-06-14,2023-06-15,Low,1
1458,854,2023-03-10,2023-03-14,High,1
1459,855,2023-02-05,2023-02-13,Medium,1
1460,855,2023-03-25,2023-03-28,Medium,1
1461,857,2023-05-20,2023-05-23,Medium,1
1462,857,2023-12-12,2023-12-20,Medium,1
1463,857,2023-10-02,2023-10-05,High,1
1464,858,2023-09-13,,High,0
1465,858,2023-03-09,2023-03-19,High,1
1466,858,2023-09-24,,Critical,0
1467,858,2023-12-27,2024-01-02,Critical,1
1468,859,2023-06-05,2023-06-07,Medium,1
1469,859,2023-08-14,2023-08-24,High,1
1470,860,2023-12-12,2023-12-26,High,1
1471,860,2023-11-15,2023-11-23,Medium,1
1472,860,2023-06-10,2023-06-24,Low,1
1473,860,2023-09-14,2023-09-24,High,1
1474,860,2023-11-29,,Low,0
1475,860,2023-07-01,2023-07-04,Critical,1
1476,860,2023-10-13,2023-10-14,High,1
1477,861,2023-11-12,2023-11-26,Medium,1
1478,862,2023-05-17,2023-05-30,High,1
1479,863,2023-05-18,2023-05-27,Low,1
1480,864,2023-02-02,2023-02-04,Low,1
1481,864,2023-10-22,,Low,0
1482,865,2023-10-30,2023-11-12,Low,1
1483,865,2023-08-11,2023-08-19,Low,1
1484,865,2023-12-17,2023-12-30,Medium,1
1485,865,2023-06-22,2023-06-24,High,1
1486,865,2023-04-26,2023-05-02,High,1
1487,866,2023-11-22,2023-12-01,Low,1
1488,866,2023-08-23,2023-09-02,Low,1
1489,866,2023-06-27,2023-07-03,Medium,1
1490,866,2023-09-15,2023-09-19,Low,1
1491,866,2023-08-25,2023-09-06,Medium,1
1492,869,2023-05-06,2023-05-14,High,1
1493,869,2023-10-04,,Medium,0
1494,869,2023-07-15,2023-07-29,High,1
1495,870,2023-08-21,2023-09-02,Medium,1
1496,871,2023-10-06,2023-10-07,Medium,1
1497,871,2023-10-27,2023-11-02,Low,1
1498,871,2023-10-19,2023-11-02,Low,1
1499,872,2023-10-09,2023-10-18,High,1
1500,872,2023-06-29,,High,0
1501,875,2023-11-06,2023-11-14,Critical,1
1502,875,2023-09-27,2023-10-05,High,1
1503,876,2023-04-04,2023-04-11,Low,1
1504,876,2023-03-08,2023-03-10,Critical,1
1505,876,2023-08-16,2023-08-17,Medium,1
1506,877,2023-06-15,2023-06-24,Medium,1
1507,877,2023-03-15,2023-03-25,Medium,1
1508,878,2023-01-29,2023-02-05,Low,1
1509,879,2023-09-09,2023-09-18,Medium,1
1510,879,2023-01-02,,Medium,0
1511,879,2023-12-17,2023-12-27,Low,1
1512,880,2023-11-29,2023-12-12,High,1
1513,880,2023-03-15,2023-03-16,Medium,1
1514,880,2023-11-02,2023-11-13,Medium,1
1515,880,2023-02-23,2023-03-02,Critical,1
1516,880,2023-03-08,2023-03-18,Medium,1
1517,880,2023-09-17,2023-09-20,Low,1
1518,880,2023-12-05,2023-12-18,High,1
1519,881,2023-02-14,2023-02-16,High,1
1520,882,2023-07-15,,Low,0
1521,884,2023-12-22,2024-01-03,Medium,1
1522,884,2023-09-02,2023-09-04,Low,1
1523,884,2023-11-29,2023-12-02,Critical,1
1524,885,2023-02-06,2023-02-13,Medium,1
1525,886,2023-07-25,2023-08-01,Low,1
1526,887,2023-09-11,2023-09-17,Medium,1
1527,889,2023-07-09,,Critical,0
1528,889,2023-06-22,2023-07-04,Critical,1
1529,889,2023-08-30,2023-09-06,High,1
1530,890,2023-05-05,2023-05-10,Low,1
1531,890,2023-11-12,2023-11-22,Low,1
1532,891,2023-03-26,2023-04-02,Low,1
1533,891,2023-12-07,2023-12-20,Medium,1
1534,892,2023-07-15,2023-07-20,Low,1
1535,895,2023-07-26,2023-07-29,High,1
1536,895,2023-07-23,2023-08-03,Low,1
1537,896,2023-11-09,2023-11-17,Medium,1
1538,896,2023-06-12,2023-06-14,Low,1
1539,898,2023-02-14,2023-02-26,Low,1
1540,900,2023-02-27,2023-03-12,Low,1
1541,900,2023-06-18,2023-06-29,Medium,1
1542,901,2023-05-09,2023-05-10,High,1
1543,901,2023-12-13,2023-12-19,Low,1
1544,901,2023-09-19,,High,0
1545,902,2023-01-08,2023-01-15,High,1
1546,902,2023-08-21,2023-09-03,Low,1
1547,902,2023-10-12,2023-10-23,Critical,1
1548,902,2023-06-23,2023-07-02,Critical,1
1549,902,2023-04-10,2023-04-12,Medium,1
1550,902,2023-10-26,2023-10-28,Critical,1
1551,904,2023-01-25,,Low,0
1552,905,2023-01-21,,High,0
1553,905,2023-09-03,2023-09-09,Medium,1
1554,905,2023-05-26,2023-06-05,Low,1
1555,905,2023-12-10,2023-12-13,Low,1
1556,905,2023-03-19,,High,0
1557,905,2023-01-16,2023-01-24,Low,1
1558,905,2023-03-09,2023-03-13,Low,1
1559,907,2023-09-22,2023-10-02,Low,1
1560,908,2023-09-17,2023-09-30,Medium,1
1561,908,2023-03-21,2023-03-25,Medium,1
1562,909,2023-03-13,2023-03-24,Critical,1
1563,909,2023-06-04,2023-06-16,High,1
1564,909,2023-11-09,2023-11-18,Critical,1
1565,910,2023-04-07,,Medium,0
1566,910,2023-10-08,2023-10-17,Low,1
1567,910,2023-07-23,,Critical,0
1568,910,2023-09-14,2023-09-18,Critical,1
1569,910,2023-02-10,2023-02-13,Critical,1
1570,911,2023-07-31,2023-08-07,Critical,1
1571,912,2023-09-15,2023-09-20,High,1
1572,912,2023-11-05,2023-11-08,High,1
1573,912,2023-06-30,2023-07-11,Critical,1
1574,912,2023-07-07,2023-07-20,Low,1
1575,913,2023-12-26,2024-01-07,Medium,1
1576,914,2023-04-04,2023-04-16,Medium,1
1577,914,2023-01-29,2023-02-06,Medium,1
1578,915,2023-10-21,2023-11-02,High,1
1579,915,2023-09-18,2023-09-30,Critical,1
1580,915,2023-01-13,2023-01-14,Medium,1
1581,915,2023-02-07,2023-02-17,Critical,1
1582,915,2023-11-20,2023-11-22,High,1
1583,916,2023-10-13,2023-10-18,Low,1
1584,917,2023-03-19,2023-03-25,Low,1
1585,920,2023-05-02,2023-05-03,High,1
1586,921,2023-01-31,2023-02-01,High,1
1587,921,2023-06-09,2023-06-23,Medium,1
1588,921,2023-07-07,2023-07-20,High,1
1589,921,2023-08-27,2023-09-08,Medium,1
1590,923,2023-12-06,2023-12-20,Medium,1
1591,924,2023-11-28,,High,0
1592,924,2023-01-18,2023-01-24,Critical,1
1593,927,2023-09-27,,Medium,0
1594,927,2023-02-11,2023-02-23,High,1
1595,927,2023-07-19,2023-07-22,Critical,1
1596,927,2023-04-04,2023-04-15,Low,1
1597,928,2023-12-01,2023-12-04,High,1
1598,928,2023-03-12,2023-03-15,Low,1
1599,928,2023-02-03,2023-02-10,Low,1
1600,928,2023-07-09,2023-07-23,High,1
1601,928,2023-07-29,2023-08-10,High,1
1602,929,2023-01-26,,Low,0
1603,929,2023-02-18,2023-02-26,High,1
1604,929,2023-02-14,2023-02-25,Low,1
1605,929,2023-08-26,,High,0
1606,929,2023-02-04,2023-02-07,Medium,1
1607,929,2023-11-09,2023-11-12,Critical,1
1608,929,2023-07-05,2023-07-14,High,1
1609,929,2023-03-30,2023-04-01,Low,1
1610,929,2023-02-10,2023-02-17,High,1
1611,930,2023-04-30,2023-05-11,Low,1
1612,931,2023-11-11,2023-11-14,Critical,1
1613,936,2023-08-03,2023-08-14,Low,1
1614,936,2023-10-24,2023-11-05,High,1
1615,936,2023-02-03,2023-02-06,Critical,1
1616,936,2023-12-23,2023-12-24,Medium,1
1617,936,2023-09-24,2023-10-04,Medium,1
1618,936,2023-04-24,2023-04-29,Low,1
1619,936,2023-09-21,2023-09-25,High,1
1620,936,2023-06-15,,Critical,0
1621,937,2023-12-14,2023-12-18,Low,1
1622,940,2023-01-19,2023-01-27,Critical,1
1623,940,2023-01-28,,High,0
1624,940,2023-12-05,,Medium,0
1625,940,2023-10-21,2023-11-04,Medium,1
1626,940,2023-11-27,2023-12-07,High,1
1627,941,2023-04-28,2023-05-05,Low,1
1628,942,2023-02-04,2023-02-07,Medium,1
1629,942,2023-12-18,2023-12-25,Medium,1
1630,943,2023-02-02,2023-02-09,Medium,1
1631,943,2023-05-05,2023-05-11,High,1
1632,944,2023-12-12,,Critical,0
1633,944,2023-08-19,2023-08-20,High,1
1634,944,2023-11-16,,Low,0
1635,944,2023-10-05,2023-10-13,High,1
1636,944,2023-04-16,2023-04-24,Medium,1
1637,944,2023-07-19,2023-07-28,Medium,1
1638,944,2023-04-13,2023-04-22,Medium,1
1639,946,2023-01-08,,Low,0
1640,946,2023-10-10,2023-10-22,High,1
1641,946,2023-10-09,,Low,0
1642,947,2023-09-30,,Low,0
1643,951,2023-06-30,2023-07-05,Critical,1
1644,951,2023-01-07,2023-01-11,Critical,1
1645,951,2023-03-18,2023-04-01,Medium,1
1646,952,2023-07-26,2023-08-03,Low,1
1647,952,2023-03-20,2023-03-21,Low,1
1648,952,2023-12-02,2023-12-06,High,1
1649,953,2023-01-18,,High,0
1650,953,2023-04-24,2023-05-01,High,1
1651,953,2023-04-01,,High,0
1652,953,2023-01-24,2023-02-03,Critical,1
1653,953,2023-04-11,2023-04-18,Medium,1
1654,953,2023-08-17,2023-08-23,Medium,1
1655,953,2023-05-20,2023-05-25,Low,1
1656,954,2023-03-31,2023-04-06,Low,1
1657,954,2023-01-20,2023-01-30,Low,1
1658,954,2023-10-18,,Medium,0
1659,955,2023-04-18,2023-04-23,Medium,1
1660,957,2023-06-29,2023-06-30,Medium,1
1661,957,2023-10-05,2023-10-10,Medium,1
1662,958,2023-01-06,2023-01-13,Low,1
1663,958,2023-06-12,2023-06-15,High,1
1664,958,2023-09-26,,Critical,0
1665,958,2023-01-07,2023-01-16,High,1
1666,958,2023-09-22,2023-10-04,Critical,1
1667,959,2023-12-19,2023-12-22,Critical,1
1668,960,2023-05-27,2023-06-03,Low,1
1669,961,2023-06-04,,High,0
1670,962,2023-02-25,2023-02-28,Medium,1
1671,963,2023-12-10,,Medium,0
1672,963,2023-05-05,2023-05-10,Low,1
1673,963,2023-12-13,2023-12-22,Medium,1
1674,963,2023-07-16,2023-07-21,Low,1
1675,963,2023-11-18,2023-11-24,High,1
1676,964,2023-06-12,2023-06-25,High,1
1677,965,2023-12-15,2023-12-19,Medium,1
1678,966,2023-06-10,2023-06-22,Low,1
1679,969,2023-12-24,2024-01-07,Medium,1
1680,969,2023-03-16,,Medium,0
1681,971,2023-09-02,2023-09-15,Medium,1
1682,971,2023-03-14,,Low,0
1683,971,2023-01-24,2023-02-03,Low,1
1684,973,2023-06-29,2023-07-11,Low,1
1685,974,2023-02-16,2023-02-20,Critical,1
1686,974,2023-07-29,2023-08-02,Low,1
1687,975,2023-03-24,2023-04-03,Medium,1
1688,976,2023-02-18,2023-02-28,Medium,1
1689,976,2023-02-26,2023-03-12,High,1
1690,976,2023-02-23,2023-02-27,Low,1
1691,978,2023-04-15,2023-04-17,Critical,1
1692,978,2023-02-20,2023-02-26,Low,1
1693,978,2023-06-13,,Medium,0
1694,978,2023-08-20,2023-08-26,Medium,1
1695,978,2023-09-21,2023-10-01,High,1
1696,979,2023-02-07,2023-02-21,Low,1
1697,979,2023-03-02,2023-03-14,Critical,1
1698,981,2023-08-15,2023-08-23,Critical,1
1699,981,2023-09-30,2023-10-09,Critical,1
1700,981,2023-12-12,,High,0
1701,982,2023-03-08,2023-03-09,Critical,1
1702,983,2023-01-31,2023-02-06,High,1
1703,983,2023-07-02,,High,0
1704,985,2023-08-24,2023-08-30,High,1
1705,985,2023-02-18,2023-02-28,High,1
1706,985,2023-01-10,2023-01-17,High,1
1707,986,2023-05-14,,Medium,0
1708,987,2023-04-10,2023-04-13,Medium,1
1709,988,2023-04-19,2023-05-02,Low,1
1710,989,2023-02-18,2023-03-04,Low,1
1711,989,2023-04-11,2023-04-22,Medium,1
1712,989,2023-02-16,2023-02-27,Medium,1
1713,990,2023-12-07,2023-12-14,High,1
1714,992,2023-06-30,2023-07-08,Low,1
1715,994,2023-03-10,2023-03-20,Low,1
1716,994,2023-04-07,2023-04-18,High,1
1717,994,2023-02-05,2023-02-15,Medium,1
1718,995,2023-11-08,,Low,0
1719,995,2023-12-08,,Low,0
1720,995,2023-01-12,2023-01-26,Low,1
1721,997,2023-10-12,2023-10-14,Medium,1
1722,997,2023-07-24,2023-07-25,Low,1
1723,998,2023-05-30,2023-06-06,Medium,1
1724,999,2023-03-15,,High,0
1725,999,2023-01-10,,Critical,0
1726,1000,2023-02-02,2023-02-07,High,1
1727,1001,2023-11-06,2023-11-17,Medium,1
1728,1002,2023-04-25,2023-05-05,Medium,1
1729,1002,2023-05-20,2023-05-21,Critical,1
1730,1003,2023-03-29,2023-04-10,Critical,1
1731,1003,2023-07-18,2023-07-20,Low,1
1732,1003,2023-06-08,2023-06-14,High,1
1733,1004,2023-08-30,,Medium,0
1734,1005,2023-06-11,2023-06-20,Low,1
1735,1008,2023-01-19,2023-01-25,High,1
1736,1008,2023-09-26,,Medium,0
1737,1009,2023-04-05,,Low,0
1738,1009,2023-09-23,2023-10-03,Medium,1
1739,1009,2023-09-30,2023-10-10,Low,1
1740,1010,2023-12-10,2023-12-20,Low,1
1741,1011,2023-06-24,2023-06-30,Medium,1
1742,1012,2023-01-04,2023-01-07,High,1
1743,1012,2023-08-05,2023-08-14,High,1
1744,1012,2023-06-05,,Medium,0
1745,1012,2023-11-25,2023-12-02,Medium,1
1746,1014,2023-09-08,,Medium,0
1747,1014,2023-06-25,2023-06-29,Critical,1
1748,1014,2023-01-11,2023-01-19,Critical,1
1749,1014,2023-12-18,2023-12-20,Medium,1
1750,1014,2023-09-22,2023-10-06,Low,1
1751,1014,2023-01-06,2023-01-18,Medium,1
1752,1015,2023-02-26,2023-02-28,Critical,1
1753,1015,2023-10-29,,Low,0
1754,1016,2023-04-04,2023-04-16,Medium,1
1755,1017,2023-08-19,2023-08-31,Low,1
1756,1018,2023-01-06,2023-01-13,Medium,1
1757,1019,2023-05-20,2023-05-26,Low,1
1758,1020,2023-07-12,2023-07-26,High,1
1759,1020,2023-02-01,2023-02-02,Low,1
1760,1021,2023-11-15,2023-11-22,High,1
1761,1021,2023-01-22,2023-01-25,Medium,1
1762,1021,2023-04-08,2023-04-21,Low,1
1763,1021,2023-03-28,2023-04-10,Critical,1
1764,1021,2023-03-25,2023-04-07,Low,1
1765,1021,2023-10-02,,High,0
1766,1022,2023-10-15,,Medium,0
1767,1022,2023-03-16,,Low,0
1768,1023,2023-11-22,2023-11-23,Medium,1
1769,1023,2023-10-02,2023-10-04,Medium,1
1770,1023,2023-08-09,2023-08-10,Critical,1
1771,1023,2023-01-10,,Low,0
1772,1023,2023-06-20,2023-06-21,Medium,1
1773,1023,2023-09-24,2023-09-25,Low,1
1774,1024,2023-06-23,,High,0
1775,1025,2023-12-01,2023-12-08,Low,1
1776,1025,2023-08-31,2023-09-12,Medium,1
1777,1026,2023-10-18,2023-10-30,Low,1
1778,1026,2023-04-18,2023-04-20,Low,1
1779,1027,2023-02-01,2023-02-08,Low,1
1780,1029,2023-11-09,2023-11-14,High,1
1781,1029,2023-12-10,2023-12-14,Low,1
1782,1030,2023-09-28,2023-10-10,Critical,1
1783,1031,2023-10-16,2023-10-25,Medium,1
1784,1031,2023-05-10,2023-05-16,Low,1
1785,1031,2023-01-01,2023-01-14,Low,1
1786,1034,2023-01-24,2023-02-03,Low,1
1787,1035,2023-08-24,2023-09-06,Low,1
1788,1036,2023-11-11,2023-11-25,High,1
1789,1036,2023-04-21,2023-05-05,Medium,1
1790,1036,2023-04-30,2023-05-07,High,1
1791,1036,2023-10-15,2023-10-28,Medium,1
1792,1037,2023-05-14,2023-05-17,High,1
1793,1037,2023-04-11,2023-04-13,Low,1
1794,1037,2023-02-21,2023-03-05,High,1
1795,1038,2023-10-05,2023-10-19,Low,1
1796,1038,2023-09-19,,Low,0
1797,1038,2023-03-21,2023-03-28,Critical,1
1798,1038,2023-11-17,2023-11-24,High,1
1799,1038,2023-06-11,2023-06-17,Medium,1
1800,1040,2023-06-27,2023-07-11,High,1
1801,1040,2023-03-24,2023-04-03,Low,1
1802,1040,2023-05-17,2023-05-31,Critical,1
1803,1040,2023-01-16,2023-01-24,Critical,1
1804,1040,2023-01-13,,Critical,0
1805,1040,2023-03-12,2023-03-14,High,1
1806,1042,2023-12-09,2023-12-17,Low,1
1807,1043,2023-08-19,2023-08-30,Medium,1
1808,1043,2023-11-01,2023-11-08,Medium,1
1809,1044,2023-02-03,2023-02-07,High,1
1810,1044,2023-03-19,2023-03-29,Medium,1
1811,1044,2023-06-20,2023-06-29,Low,1
1812,1044,2023-08-21,2023-08-25,Low,1
1813,1044,2023-01-18,2023-01-25,Medium,1
1814,1044,2023-03-05,,Low,0
1815,1044,2023-01-02,2023-01-13,Medium,1
1816,1044,2023-05-09,2023-05-18,Medium,1
1817,1045,2023-12-02,2023-12-04,Medium,1
1818,1045,2023-04-06,2023-04-11,Low,1
1819,1047,2023-03-08,2023-03-10,Medium,1
1820,1048,2023-08-04,2023-08-05,Low,1
1821,1048,2023-03-03,2023-03-05,Medium,1
1822,1048,2023-10-17,2023-10-25,Low,1
1823,1048,2023-06-24,2023-07-06,Medium,1
1824,1048,2023-05-29,2023-06-05,Medium,1
1825,1049,2023-06-18,2023-07-01,Low,1
1826,1049,2023-12-13,2023-12-16,High,1
1827,1049,2023-09-27,2023-10-05,Low,1
1828,1050,2023-04-12,2023-04-16,Medium,1
1829,1050,2023-05-30,2023-06-13,Critical,1
1830,1050,2023-09-24,2023-09-27,Low,1
1831,1050,2023-02-15,2023-02-19,High,1
1832,1051,2023-07-01,2023-07-12,High,1
1833,1053,2023-08-31,2023-09-08,Low,1
1834,1054,2023-07-24,2023-08-07,Low,1
1835,1056,2023-08-29,2023-09-03,Medium,1
1836,1056,2023-03-02,2023-03-15,Medium,1
1837,1059,2023-02-20,2023-02-28,Critical,1
1838,1059,2023-05-17,2023-05-23,Medium,1
1839,1059,2023-04-16,2023-04-29,High,1
1840,1059,2023-08-26,2023-09-03,High,1
1841,1059,2023-06-19,2023-06-23,Medium,1
1842,1059,2023-06-29,2023-07-05,Critical,1
1843,1059,2023-06-09,2023-06-21,High,1
1844,1060,2023-07-16,2023-07-21,Low,1
1845,1060,2023-01-31,2023-02-12,High,1
1846,1060,2023-07-10,2023-07-23,High,1
1847,1062,2023-11-01,,Critical,0
1848,1062,2023-10-19,,High,0
1849,1062,2023-08-16,,High,0
1850,1062,2023-07-17,2023-07-21,High,1
1851,1062,2023-05-08,2023-05-18,Low,1
1852,1062,2023-05-07,2023-05-14,Medium,1
1853,1063,2023-05-02,2023-05-06,Low,1
1854,1064,2023-10-18,,Medium,0
1855,1066,2023-07-23,2023-08-03,High,1
1856,1068,2023-09-09,2023-09-11,Medium,1
1857,1068,2023-02-05,,Medium,0
1858,1068,2023-02-16,2023-03-01,Low,1
1859,1069,2023-02-05,2023-02-13,High,1
1860,1072,2023-10-01,2023-10-14,High,1
1861,1072,2023-06-12,2023-06-20,Medium,1
1862,1072,2023-01-14,2023-01-25,Low,1
1863,1072,2023-12-16,2023-12-19,High,1
1864,1074,2023-03-14,2023-03-27,High,1
1865,1074,2023-01-23,2023-01-25,Medium,1
1866,1074,2023-08-20,2023-08-22,Critical,1
1867,1074,2023-03-02,2023-03-04,Medium,1
1868,1074,2023-05-14,2023-05-22,High,1
1869,1075,2023-04-07,,Low,0
1870,1075,2023-02-01,2023-02-09,Medium,1
1871,1078,2023-08-18,2023-08-21,High,1
1872,1078,2023-08-19,2023-08-21,Low,1
1873,1081,2023-04-07,2023-04-08,Critical,1
1874,1081,2023-04-09,2023-04-14,Medium,1
1875,1082,2023-05-09,2023-05-20,Low,1
1876,1082,2023-09-02,2023-09-10,High,1
1877,1084,2023-10-22,2023-10-26,Medium,1
1878,1085,2023-08-09,2023-08-14,Critical,1
1879,1085,2023-05-21,2023-05-28,Medium,1
1880,1085,2023-07-10,2023-07-24,High,1
1881,1085,2023-07-31,2023-08-10,Medium,1
1882,1086,2023-03-23,2023-04-01,Low,1
1883,1086,2023-11-17,2023-11-28,Medium,1
1884,1086,2023-11-02,2023-11-13,Low,1
1885,1087,2023-03-16,2023-03-21,High,1
1886,1087,2023-11-05,2023-11-16,High,1
1887,1088,2023-02-09,2023-02-19,Medium,1
1888,1089,2023-08-08,2023-08-13,Low,1
1889,1090,2023-08-31,2023-09-10,High,1
1890,1090,2023-10-16,,Critical,0
1891,1090,2023-10-11,2023-10-25,Medium,1
1892,1092,2023-07-19,,Low,0
1893,1092,2023-08-27,2023-09-06,High,1
1894,1092,2023-07-17,2023-07-25,Medium,1
1895,1093,2023-09-05,2023-09-10,Critical,1
1896,1093,2023-12-24,2023-12-25,Medium,1
1897,1093,2023-03-22,2023-04-02,Low,1
1898,1093,2023-08-05,2023-08-13,High,1
