contract_id,customer_id,product_id,contract_type,start_date,end_date,monthly_charges,total_charges,payment_method,auto_renewal,churned,churn_date
790,790,2,Annual,2021-10-26,2025-06-07,91.62,4031.28,Debit Card,1,0,
791,791,5,Annual,2020-12-08,2023-07-26,9.72,311.04,Bank Transfer,0,1,2023-02-26
792,792,4,Annual,2022-04-23,2024-07-11,360.74,9739.98,Bank Transfer,1,0,
793,793,1,Monthly,2020-10-31,2022-11-20,36.67,916.75,Net Banking,0,0,
794,794,3,Monthly,2020-11-04,2021-02-02,188.59,565.77,UPI,1,0,
795,795,4,Monthly,2022-08-20,2024-06-10,445.65,9804.3,Net Banking,1,0,
796,796,5,Annual,2021-03-14,2021-06-12,12.89,38.67,Bank Transfer,1,1,2021-06-12
797,797,2,Monthly,2022-06-29,2023-03-26,87.68,789.12,Net Banking,0,1,2023-01-25
798,798,5,Monthly,2021-06-13,2023-10-01,9.53,266.84,UPI,1,0,
799,799,4,Annual,2021-05-06,2024-12-16,403.28,17744.32,Debit Card,0,0,
800,800,2,Annual,2020-01-12,2021-10-03,97.4,2045.4,Bank Transfer,1,0,
801,801,5,Monthly,2023-01-28,2025-04-17,10.97,296.19,Bank Transfer,0,0,
802,802,5,Monthly,2022-11-30,2025-12-14,9.69,358.53,UPI,1,0,
803,803,2,Annual,2020-12-19,2023-09-05,86.53,2855.49,UPI,0,0,
804,804,4,Monthly,2022-12-22,2026-10-02,397.93,18304.78,Net Banking,1,0,
805,805,2,Monthly,2022-04-17,2024-12-02,75.94,2430.08,Net Banking,0,1,2022-12-13
806,806,1,Monthly,2021-06-21,2023-07-11,37.06,926.5,Credit Card,1,0,
807,807,5,Monthly,2020-08-05,2022-03-28,12.78,255.6,Credit Card,1,0,
808,808,2,Annual,2022-08-27,2025-04-13,78.57,2514.24,UPI,1,0,
809,809,3,Annual,2021-03-31,2022-06-24,178.93,2683.95,Net Banking,0,0,
810,810,3,Annual,2020-08-19,2020-09-18,184.75,184.75,Bank Transfer,0,0,
811,811,4,Monthly,2022-08-26,2025-12-08,506.09,20243.6,Bank Transfer,1,0,
812,812,3,Annual,2023-02-10,2023-04-11,146.17,292.34,UPI,0,1,2023-03-12
813,813,2,Monthly,2022-05-26,2023-10-18,74.16,1260.72,Debit Card,1,0,
814,814,3,Monthly,2021-01-28,2024-05-12,137.08,5483.2,Debit Card,1,0,
815,815,1,Monthly,2022-07-20,2024-01-11,36.08,649.44,Net Banking,0,1,2023-04-16
816,816,2,Monthly,2022-05-12,2025-05-26,78.87,2918.19,Debit Card,0,0,
817,817,1,Annual,2021-08-28,2025-02-08,27.89,1171.38,UPI,1,0,
818,818,3,Monthly,2020-02-12,2023-06-26,190.4,7806.4,Net Banking,0,1,2020-04-12
819,819,3,Annual,2022-10-11,2026-08-21,179.11,8418.17,UPI,1,0,
820,820,1,Annual,2021-08-20,2023-11-08,29.45,795.15,Net Banking,0,1,2023-11-08
821,821,5,Annual,2022-11-09,2023-09-05,9.73,97.3,Debit Card,0,0,
822,822,5,Monthly,2022-02-16,2024-05-06,9.39,253.53,Credit Card,1,0,
823,823,1,Monthly,2020-07-19,2022-03-11,31.58,631.6,Debit Card,1,0,
824,824,1,Monthly,2020-05-13,2022-11-29,27.13,841.03,Debit Card,1,0,
825,825,3,Monthly,2021-01-31,2021-11-27,181.73,1817.3,Debit Card,0,1,2021-08-29
826,826,5,Annual,2022-10-29,2026-09-08,9.53,447.91,Bank Transfer,1,0,
827,827,5,Annual,2021-07-27,2021-09-25,9.03,18.06,Credit Card,1,0,
828,828,5,Monthly,2020-01-02,2020-07-30,10.97,76.79,Bank Transfer,0,0,
829,829,2,Monthly,2021-10-16,2021-12-15,97.54,195.08,Debit Card,0,0,
830,830,3,Monthly,2023-05-06,2026-10-17,162.08,6807.36,Bank Transfer,0,1,2025-05-25
831,831,4,Annual,2020-09-13,2020-12-12,478.91,1436.73,Net Banking,1,1,2020-11-12
832,832,2,Monthly,2023-04-11,2024-04-05,75.83,909.96,UPI,1,1,2024-04-05
833,833,3,Annual,2022-08-27,2023-04-24,194.91,1559.28,Credit Card,0,1,2023-04-24
834,834,4,Monthly,2020-06-28,2022-12-15,401.08,12032.4,Debit Card,0,1,2022-09-16
835,835,5,Monthly,2023-04-30,2024-12-20,10.16,203.2,Debit Card,1,0,
836,836,3,Annual,2022-05-16,2023-03-12,140.56,1405.6,Debit Card,1,1,2022-09-13
837,837,1,Annual,2021-09-08,2023-03-02,36.05,648.9,Credit Card,0,0,
838,838,5,Annual,2022-05-20,2023-11-11,10.21,183.78,Net Banking,1,0,
839,839,4,Monthly,2022-08-05,2024-08-24,458.71,11467.75,UPI,0,1,2023-07-01
840,840,1,Monthly,2021-11-28,2023-02-21,38.06,570.9,Net Banking,1,1,2022-09-24
841,841,5,Annual,2023-04-08,2027-02-16,11.22,527.34,UPI,1,0,
842,842,4,Annual,2021-05-29,2025-02-07,417.44,18784.8,Credit Card,1,0,
843,843,3,Monthly,2022-06-10,2023-01-06,141.37,989.59,Bank Transfer,1,1,2022-11-07
844,844,3,Monthly,2022-01-05,2022-12-01,183.31,2016.41,UPI,1,0,
845,845,1,Annual,2022-08-15,2025-06-30,37.61,1316.35,Bank Transfer,0,0,
846,846,5,Annual,2023-06-20,2024-03-16,9.85,88.65,Credit Card,1,1,2024-03-16
847,847,5,Annual,2022-08-04,2024-01-26,10.24,184.32,Debit Card,0,0,
848,848,4,Annual,2021-04-13,2024-10-24,449.19,19315.17,Bank Transfer,0,0,
849,849,3,Monthly,2021-03-10,2023-10-26,152.48,4879.36,Net Banking,1,1,2022-10-31
850,850,5,Monthly,2022-03-29,2022-07-27,10.6,42.4,Debit Card,1,0,
851,851,1,Annual,2022-06-30,2025-09-12,38.53,1502.67,UPI,1,0,
852,852,4,Monthly,2020-07-11,2022-01-02,446.44,8035.92,Credit Card,1,0,
853,853,2,Annual,2022-09-15,2023-08-11,75.74,833.14,UPI,1,0,
854,854,3,Annual,2023-02-07,2025-05-27,146.24,4094.72,Credit Card,1,1,2023-08-06
855,855,2,Monthly,2022-03-06,2026-02-13,95.25,4572.0,Credit Card,1,0,
856,856,1,Annual,2020-09-27,2022-07-19,27.01,594.22,Credit Card,0,0,
857,857,5,Monthly,2022-06-06,2022-08-05,11.18,22.36,Net Banking,1,0,
858,858,4,Annual,2021-06-09,2022-10-02,454.99,7279.84,Bank Transfer,1,1,2021-09-07
859,859,2,Monthly,2021-12-18,2023-05-12,75.8,1288.6,Credit Card,1,1,2023-01-12
860,860,2,Annual,2021-02-10,2025-01-20,92.08,4419.84,Net Banking,1,1,2022-03-07
861,861,1,Annual,2020-06-22,2024-06-01,36.97,1774.56,Bank Transfer,1,0,
862,862,5,Annual,2023-01-03,2026-12-13,11.85,568.8,UPI,0,1,2024-08-25
863,863,1,Annual,2022-12-28,2023-06-26,38.3,229.8,Net Banking,1,0,
864,864,2,Annual,2023-04-03,2025-04-22,79.83,1995.75,Bank Transfer,0,0,
865,865,3,Annual,2021-03-13,2022-09-04,176.05,3168.9,Credit Card,0,1,2021-11-08
866,866,1,Annual,2020-08-11,2021-02-07,38.14,228.84,Credit Card,1,1,2021-02-07
867,867,2,Annual,2020-06-29,2023-06-14,92.65,3335.4,Debit Card,1,0,
868,868,4,Annual,2020-09-12,2022-05-05,384.0,7680.0,Credit Card,0,0,
869,869,5,Monthly,2023-02-23,2025-02-12,9.8,235.2,Net Banking,1,1,2023-03-25
870,870,4,Annual,2021-11-22,2023-08-14,420.0,8820.0,UPI,1,0,
871,871,4,Annual,2021-08-10,2025-05-21,403.72,18571.12,Credit Card,1,0,
872,872,2,Monthly,2020-11-21,2021-03-21,89.61,358.44,Credit Card,0,0,
873,873,5,Monthly,2022-06-19,2026-03-30,12.07,555.22,Debit Card,1,0,
874,874,1,Monthly,2020-02-28,2023-08-11,29.66,1245.72,UPI,1,0,
875,875,1,Monthly,2022-01-13,2022-11-09,38.52,385.2,UPI,1,1,2022-10-10
876,876,1,Monthly,2020-05-09,2022-12-25,30.13,964.16,Debit Card,1,1,2022-03-30
877,877,4,Monthly,2022-10-05,2024-12-23,409.84,11065.68,Net Banking,1,1,2022-11-04
878,878,5,Monthly,2021-09-18,2023-04-11,9.34,177.46,Bank Transfer,1,0,
879,879,4,Monthly,2021-12-11,2024-11-25,472.18,16998.48,Net Banking,0,1,2022-05-10
880,880,4,Monthly,2022-11-11,2026-03-25,515.92,21152.72,Net Banking,1,1,2023-07-09
881,881,4,Monthly,2022-11-16,2023-03-16,434.33,1737.32,Net Banking,0,1,2023-03-16
882,882,1,Monthly,2021-07-17,2021-11-14,28.01,112.04,Net Banking,1,0,
883,883,2,Monthly,2021-08-11,2021-10-10,74.86,149.72,Debit Card,1,0,
884,884,3,Monthly,2022-06-21,2025-07-05,179.09,6626.33,UPI,1,0,
885,885,5,Monthly,2021-10-07,2022-07-04,9.11,81.99,UPI,1,0,
886,886,2,Monthly,2020-12-26,2023-08-13,95.52,3056.64,UPI,1,0,
887,887,1,Annual,2022-10-29,2024-11-17,35.69,892.25,Debit Card,1,0,
888,888,2,Monthly,2020-04-18,2022-09-05,85.4,2476.6,Net Banking,0,0,
889,889,2,Monthly,2022-01-05,2022-08-03,91.89,643.23,Net Banking,1,1,2022-07-04
890,890,4,Monthly,2020-03-02,2024-01-11,409.45,19244.15,UPI,1,0,
891,891,2,Annual,2020-08-14,2022-11-02,74.65,2015.55,Debit Card,1,0,
892,892,1,Annual,2023-05-18,2023-12-14,35.98,251.86,Debit Card,0,0,
893,893,3,Annual,2022-06-26,2024-11-12,194.2,5631.8,Net Banking,1,0,
894,894,1,Annual,2023-04-24,2027-01-03,36.39,1637.55,UPI,1,0,
895,895,2,Monthly,2020-08-28,2023-12-11,100.13,4005.2,Bank Transfer,1,0,
896,896,1,Annual,2020-12-02,2023-08-19,37.26,1229.58,Net Banking,0,0,
897,897,4,Annual,2022-09-16,2023-03-15,465.97,2795.82,UPI,1,0,
898,898,4,Monthly,2020-11-13,2021-02-11,426.03,1278.09,UPI,1,0,
899,899,2,Annual,2020-05-21,2023-06-05,87.46,3236.02,Debit Card,1,0,
900,900,2,Annual,2020-12-23,2022-06-16,97.96,1763.28,Net Banking,1,0,
901,901,1,Annual,2021-03-21,2024-03-05,28.82,1037.52,Net Banking,0,1,2022-08-13
902,902,3,Annual,2021-11-28,2025-11-07,180.06,8642.88,Debit Card,0,1,2022-01-27
903,903,3,Annual,2022-12-23,2026-07-05,176.45,7587.35,Credit Card,1,0,
904,904,3,Monthly,2023-01-15,2023-08-13,175.22,1226.54,Bank Transfer,1,0,
905,905,2,Annual,2020-10-17,2021-04-15,88.99,533.94,Net Banking,1,1,2020-12-16
906,906,5,Annual,2022-10-18,2024-01-11,10.34,155.1,Bank Transfer,1,0,
907,907,3,Monthly,2021-10-09,2025-08-19,138.88,6527.36,Net Banking,1,0,
908,908,3,Annual,2023-01-11,2023-03-12,194.57,389.14,Credit Card,1,0,
909,909,3,Annual,2022-12-28,2023-07-26,183.98,1287.86,Debit Card,1,1,2023-07-26
910,910,1,Annual,2021-03-12,2022-11-02,29.34,586.8,Debit Card,1,1,2021-11-07
911,911,5,Monthly,2021-12-22,2022-08-19,11.82,94.56,Bank Transfer,0,0,
912,912,2,Annual,2020-09-15,2020-10-15,98.35,98.35,Bank Transfer,0,1,2020-10-15
913,913,2,Monthly,2021-11-25,2022-03-25,78.47,313.88,Credit Card,0,0,
914,914,3,Annual,2020-05-29,2022-10-16,168.03,4872.87,Credit Card,1,0,
915,915,4,Monthly,2020-06-12,2020-12-09,489.2,2935.2,UPI,0,1,2020-10-10
916,916,2,Monthly,2020-02-08,2021-06-02,75.41,1206.56,Bank Transfer,1,0,
917,917,3,Annual,2022-06-14,2025-11-25,168.28,7067.76,Net Banking,0,0,
918,918,5,Monthly,2021-04-28,2023-03-19,11.72,269.56,Credit Card,1,0,
919,919,4,Annual,2022-12-04,2024-04-27,375.75,6387.75,Net Banking,1,0,
920,920,2,Annual,2023-01-22,2024-11-12,99.74,2194.28,Credit Card,1,0,
921,921,1,Monthly,2021-07-27,2023-12-14,31.08,901.32,Credit Card,1,1,2021-08-26
922,922,1,Annual,2023-03-30,2024-02-23,33.69,370.59,Bank Transfer,1,0,
923,923,1,Monthly,2023-03-14,2025-09-29,28.64,887.84,Debit Card,1,0,
924,924,3,Annual,2023-02-19,2023-10-17,191.72,1533.76,Bank Transfer,0,1,2023-04-20
925,925,4,Annual,2020-05-29,2022-12-15,516.14,16000.34,Bank Transfer,0,0,
926,926,4,Annual,2021-10-19,2025-03-02,518.04,21239.64,Credit Card,0,0,
927,927,3,Annual,2020-09-29,2021-10-24,164.1,2133.3,Net Banking,1,1,2021-06-26
928,928,5,Monthly,2020-03-17,2020-04-16,9.72,9.72,Bank Transfer,0,1,2020-04-16
929,929,2,Annual,2022-10-29,2025-04-16,99.74,2992.2,UPI,1,1,2024-08-19
930,930,5,Annual,2022-05-05,2023-05-30,12.18,158.34,Debit Card,0,0,
931,931,2,Monthly,2022-03-30,2022-11-25,84.49,675.92,Bank Transfer,0,0,
932,932,3,Annual,2021-12-31,2024-12-15,156.13,5620.68,Net Banking,1,0,
933,933,5,Monthly,2022-01-22,2024-02-11,12.19,304.75,Net Banking,1,0,
934,934,3,Annual,2021-05-01,2025-01-10,142.09,6394.05,UPI,1,0,
935,935,3,Monthly,2020-04-16,2020-10-13,154.3,925.8,UPI,1,0,
936,936,1,Monthly,2021-09-21,2023-10-11,27.86,696.5,Debit Card,1,1,2022-09-16
937,937,2,Monthly,2023-01-21,2026-07-04,88.71,3725.82,UPI,0,0,
938,938,2,Monthly,2020-02-28,2023-11-09,95.93,4316.85,Debit Card,0,0,
939,939,2,Annual,2023-01-06,2023-10-03,81.22,730.98,Debit Card,1,0,
940,940,1,Monthly,2021-03-16,2021-04-15,30.61,30.61,Credit Card,0,1,2021-04-15
941,941,2,Annual,2021-01-31,2022-04-26,73.49,1102.35,Net Banking,0,0,
942,942,4,Annual,2020-04-02,2024-02-11,418.35,19662.45,Net Banking,1,0,
943,943,3,Annual,2021-07-28,2023-09-16,177.76,4621.76,Bank Transfer,0,0,
944,944,2,Annual,2021-03-12,2022-06-05,81.91,1228.65,Credit Card,0,1,2022-05-06
945,945,4,Monthly,2020-11-01,2022-04-25,505.92,9106.56,Debit Card,1,0,
946,946,4,Annual,2021-09-07,2024-05-24,491.23,16210.59,Credit Card,1,0,
947,947,2,Annual,2022-01-31,2024-08-18,79.89,2476.59,Credit Card,1,0,
948,948,1,Monthly,2023-03-14,2026-01-27,36.23,1268.05,UPI,1,0,
949,949,5,Monthly,2021-08-04,2022-05-01,9.93,89.37,Bank Transfer,1,0,
950,950,5,Monthly,2021-07-13,2023-05-04,10.44,229.68,Credit Card,0,0,
951,951,2,Annual,2022-09-06,2025-02-22,77.14,2314.2,UPI,1,1,2024-10-25
952,952,5,Annual,2020-12-15,2023-04-04,12.02,336.56,UPI,1,0,
953,953,4,Annual,2021-05-23,2023-11-09,434.96,13048.8,Credit Card,0,1,2021-06-22
954,954,4,Annual,2021-08-07,2022-10-01,369.77,5176.78,Net Banking,1,1,2022-09-01
955,955,4,Annual,2022-11-24,2026-05-07,436.9,18349.8,Net Banking,1,0,
956,956,4,Monthly,2021-09-21,2022-11-15,375.62,5258.68,Bank Transfer,1,0,
957,957,5,Monthly,2021-04-18,2022-04-13,12.54,150.48,UPI,0,1,2022-01-13
958,958,5,Annual,2023-06-15,2027-03-26,10.83,498.18,Bank Transfer,0,1,2024-06-09
959,959,1,Annual,2023-06-08,2024-10-30,36.23,615.91,Debit Card,1,0,
960,960,3,Annual,2020-11-07,2021-11-02,168.29,2019.48,Net Banking,1,0,
961,961,2,Annual,2021-03-28,2023-07-16,80.01,2240.28,Net Banking,0,0,
962,962,4,Monthly,2022-12-03,2023-09-29,436.51,4365.1,Debit Card,0,0,
963,963,4,Annual,2021-08-09,2022-10-03,476.25,6667.5,Net Banking,1,0,
964,964,4,Monthly,2023-06-03,2025-04-23,456.59,10501.57,Bank Transfer,0,0,
965,965,3,Annual,2020-06-16,2023-08-30,138.12,5386.68,UPI,1,0,
966,966,5,Annual,2021-11-20,2024-09-05,12.96,440.64,Credit Card,1,0,
967,967,4,Annual,2022-07-31,2024-07-20,484.38,11625.12,Credit Card,0,0,
968,968,1,Annual,2022-02-01,2025-04-16,36.25,1413.75,Credit Card,1,0,
969,969,2,Annual,2022-05-06,2025-07-19,99.31,3873.09,Credit Card,1,0,
970,970,5,Annual,2021-02-17,2022-03-14,11.72,152.36,Credit Card,1,0,
971,971,3,Annual,2023-06-21,2026-03-07,170.71,5633.43,UPI,1,0,
972,972,5,Annual,2020-09-09,2021-08-05,10.73,118.03,Credit Card,0,0,
973,973,2,Monthly,2021-05-07,2024-02-21,80.3,2730.2,Net Banking,1,0,
974,974,5,Monthly,2022-07-13,2024-12-29,11.9,357.0,Debit Card,0,0,
975,975,5,Monthly,2021-03-23,2023-10-09,9.4,291.4,UPI,1,0,
976,976,4,Annual,2022-04-30,2024-08-17,457.07,12797.96,Debit Card,1,0,
977,977,3,Monthly,2021-03-26,2022-10-17,144.45,2744.55,UPI,1,0,
978,978,3,Annual,2022-02-01,2025-01-16,159.24,5732.64,Debit Card,1,1,2022-08-30
979,979,3,Annual,2021-05-29,2024-07-12,135.46,5147.48,Debit Card,1,0,
980,980,4,Monthly,2021-04-01,2022-03-27,479.49,5753.88,Bank Transfer,1,0,
981,981,5,Monthly,2021-02-24,2021-09-22,12.97,90.79,Net Banking,1,1,2021-05-25
982,982,1,Annual,2022-03-20,2022-08-17,27.72,138.6,Net Banking,1,0,
983,983,5,Annual,2022-11-24,2023-01-23,12.67,25.34,Debit Card,1,1,2023-01-23
984,984,4,Monthly,2022-05-16,2024-03-06,469.63,10331.86,Debit Card,1,0,
985,985,3,Monthly,2020-03-14,2021-03-09,159.79,1917.48,UPI,1,1,2020-10-10
986,986,4,Annual,2022-06-24,2023-09-17,496.44,7446.6,Bank Transfer,1,0,
987,987,5,Annual,2021-03-31,2023-08-18,10.72,310.88,Bank Transfer,0,0,
988,988,2,Monthly,2022-10-15,2025-10-29,73.03,2702.11,UPI,1,0,
989,989,3,Monthly,2021-08-03,2022-06-29,187.85,2066.35,Bank Transfer,1,0,
990,990,2,Annual,2021-07-27,2022-02-22,94.35,660.45,Debit Card,0,0,
991,991,3,Annual,2020-12-15,2024-08-26,144.47,6501.15,Credit Card,1,0,
992,992,2,Monthly,2021-08-14,2024-08-28,75.76,2803.12,Credit Card,1,0,
993,993,1,Annual,2021-06-03,2024-06-17,36.79,1361.23,Net Banking,0,0,
994,994,4,Annual,2022-05-06,2024-06-24,463.33,12046.58,Debit Card,1,0,
995,995,1,Annual,2021-04-20,2024-10-01,30.63,1286.46,UPI,1,0,
996,996,2,Annual,2020-10-04,2024-09-13,92.04,4417.92,Credit Card,1,0,
997,997,5,Annual,2022-11-11,2025-09-26,10.73,375.55,Net Banking,1,0,
998,998,2,Annual,2021-09-22,2023-12-11,99.08,2675.16,Credit Card,0,1,2023-07-14
999,999,5,Monthly,2022-04-10,2025-04-24,12.83,474.71,Debit Card,1,0,
1000,1000,5,Monthly,2020-08-04,2021-01-01,12.6,63.0,Debit Card,1,0,
1001,1001,3,Annual,2021-04-06,2021-07-05,151.76,455.28,Bank Transfer,1,0,
1002,1002,4,Monthly,2020-10-11,2021-10-06,503.79,6045.48,Debit Card,1,0,
1003,1003,2,Monthly,2022-12-25,2023-01-24,102.62,102.62,Debit Card,0,1,2023-01-24
1004,1004,5,Annual,2020-09-20,2022-08-11,12.4,285.2,Debit Card,0,0,
1005,1005,5,Annual,2020-07-30,2022-02-20,10.3,195.7,Debit Card,1,0,
1006,1006,4,Annual,2021-08-31,2024-10-14,440.68,16745.84,Debit Card,1,0,
1007,1007,2,Annual,2022-02-04,2023-03-01,96.15,1249.95,UPI,0,0,
1008,1008,5,Monthly,2021-05-13,2023-07-02,12.66,329.16,Bank Transfer,1,0,
1009,1009,5,Monthly,2022-03-28,2024-02-16,11.25,258.75,Debit Card,1,0,
1010,1010,5,Monthly,2021-12-26,2022-09-22,12.31,110.79,Credit Card,1,0,
1011,1011,3,Monthly,2023-03-28,2026-05-11,138.44,5260.72,Net Banking,1,0,
1012,1012,4,Annual,2021-03-27,2024-07-09,456.17,18246.8,Debit Card,0,1,2022-07-20
1013,1013,2,Annual,2023-03-10,2025-04-28,78.33,2036.58,UPI,1,0,
1014,1014,5,Annual,2023-02-18,2024-01-14,9.25,101.75,UPI,0,1,2024-01-14
1015,1015,4,Monthly,2020-04-23,2023-05-08,392.49,14522.13,Credit Card,1,0,
1016,1016,2,Annual,2020-09-15,2021-06-12,77.78,700.02,Credit Card,1,0,
1017,1017,2,Annual,2020-01-08,2021-12-28,79.42,1906.08,UPI,1,0,
1018,1018,3,Annual,2023-03-10,2024-11-29,144.06,3025.26,Net Banking,1,0,
1019,1019,4,Annual,2022-04-11,2024-04-30,376.45,9411.25,Bank Transfer,1,0,
1020,1020,2,Annual,2020-02-06,2020-10-03,86.34,690.72,Bank Transfer,1,1,2020-05-06
1021,1021,1,Annual,2023-01-29,2024-07-22,30.77,553.86,Debit Card,0,1,2023-05-29
1022,1022,3,Monthly,2021-08-01,2023-06-22,176.45,4058.35,UPI,1,0,
1023,1023,1,Monthly,2020-10-13,2022-04-06,29.51,531.18,Credit Card,1,1,2021-08-09
1024,1024,3,Monthly,2021-04-06,2024-10-17,185.47,7975.21,Bank Transfer,1,0,
1025,1025,3,Annual,2022-06-12,2025-10-24,143.37,5878.17,UPI,1,0,
1026,1026,5,Annual,2022-03-13,2022-12-08,9.6,86.4,UPI,0,0,
1027,1027,1,Annual,2020-12-14,2024-08-25,38.17,1717.65,Credit Card,1,0,
1028,1028,4,Annual,2022-01-16,2024-12-01,437.29,15305.15,Net Banking,0,0,
1029,1029,2,Annual,2022-11-14,2023-12-09,102.76,1335.88,Bank Transfer,1,0,
1030,1030,2,Annual,2020-07-17,2023-07-02,85.75,3087.0,Credit Card,0,0,
1031,1031,2,Monthly,2021-08-04,2023-05-26,86.94,1912.68,Net Banking,1,1,2022-05-01
1032,1032,5,Monthly,2022-02-03,2024-11-19,10.32,350.88,Bank Transfer,1,0,
1033,1033,5,Annual,2023-05-13,2024-06-06,12.31,160.03,UPI,1,0,
1034,1034,1,Annual,2021-11-20,2025-08-31,36.51,1679.46,Credit Card,0,0,
1035,1035,1,Annual,2021-02-08,2022-08-02,31.76,571.68,Debit Card,0,0,
1036,1036,3,Annual,2023-06-29,2025-02-18,190.43,3808.6,UPI,1,0,
1037,1037,5,Annual,2023-02-05,2023-08-04,12.13,72.78,Debit Card,1,0,
1038,1038,1,Monthly,2021-05-04,2023-03-25,27.09,623.07,Net Banking,0,1,2021-10-31
1039,1039,5,Annual,2023-01-31,2025-06-19,9.68,280.72,UPI,1,0,
1040,1040,1,Monthly,2023-01-02,2026-06-15,27.14,1139.88,Debit Card,1,1,2024-04-26
1041,1041,3,Annual,2021-10-18,2022-04-16,152.24,913.44,Credit Card,1,0,
1042,1042,5,Annual,2021-07-11,2025-03-22,11.61,522.45,Net Banking,1,0,
1043,1043,4,Monthly,2023-04-16,2024-01-11,425.57,3830.13,UPI,0,0,
1044,1044,2,Monthly,2020-08-07,2023-09-21,83.55,3174.9,UPI,0,1,2020-11-05
1045,1045,4,Monthly,2020-03-02,2023-12-12,397.05,18264.3,Credit Card,0,0,
1046,1046,2,Annual,2023-05-10,2024-08-02,79.85,1197.75,Debit Card,1,0,
1047,1047,3,Monthly,2021-12-04,2022-10-30,152.86,1681.46,Bank Transfer,1,1,2022-04-03
1048,1048,5,Annual,2021-04-12,2021-05-12,11.77,11.77,Bank Transfer,1,1,2021-05-12
1049,1049,1,Annual,2020-05-19,2023-01-04,34.9,1116.8,Credit Card,1,0,
1050,1050,1,Annual,2022-06-09,2022-10-07,32.68,130.72,UPI,1,1,2022-08-08
1051,1051,1,Annual,2020-06-24,2024-04-04,38.26,1759.96,Debit Card,0,0,
1052,1052,1,Annual,2022-10-19,2023-10-14,29.39,352.68,Net Banking,1,0,
1053,1053,2,Monthly,2022-07-28,2023-10-21,93.53,1402.95,Debit Card,0,0,
1054,1054,5,Annual,2020-11-07,2021-07-05,9.04,72.32,UPI,1,0,
1055,1055,3,Monthly,2020-05-16,2022-09-03,152.97,4283.16,Net Banking,1,0,
1056,1056,2,Annual,2021-08-03,2023-01-25,100.79,1814.22,Debit Card,0,0,
1057,1057,4,Annual,2022-09-02,2023-08-28,434.22,5210.64,UPI,1,0,
1058,1058,1,Annual,2022-04-21,2024-07-09,37.72,1018.44,Debit Card,1,0,
1059,1059,5,Annual,2020-06-04,2023-08-18,10.16,396.24,UPI,1,1,2022-09-22
1060,1060,3,Monthly,2023-03-13,2025-09-28,154.66,4794.46,Net Banking,1,0,
1061,1061,3,Monthly,2020-06-19,2020-12-16,185.14,1110.84,Debit Card,1,0,
1062,1062,2,Monthly,2020-06-10,2022-01-31,94.3,1886.0,Bank Transfer,0,1,2021-02-05
1063,1063,4,Annual,2022-07-09,2024-02-29,402.65,8053.0,Debit Card,0,0,
1064,1064,3,Monthly,2021-12-29,2023-06-22,155.71,2802.78,Bank Transfer,1,0,
1065,1065,2,Annual,2022-08-18,2025-09-01,80.17,2966.29,Debit Card,1,0,
1066,1066,2,Annual,2022-07-24,2024-02-14,96.71,1837.49,Debit Card,1,1,2023-09-17
1067,1067,4,Annual,2020-03-13,2023-03-28,366.62,13564.94,Bank Transfer,1,0,
1068,1068,2,Annual,2020-08-23,2024-07-03,94.58,4445.26,Credit Card,0,1,2023-11-06
1069,1069,5,Annual,2021-04-13,2022-07-07,10.99,164.85,Net Banking,1,0,
1070,1070,2,Annual,2021-10-11,2022-10-06,74.91,898.92,Bank Transfer,1,0,
1071,1071,2,Annual,2022-03-28,2022-05-27,98.71,197.42,Net Banking,0,0,
1072,1072,5,Annual,2020-12-12,2021-05-11,10.04,50.2,Net Banking,1,1,2021-01-11
1073,1073,2,Annual,2022-05-15,2023-08-08,86.57,1298.55,UPI,1,0,
1074,1074,3,Monthly,2022-11-28,2025-05-16,138.06,4141.8,Net Banking,1,1,2025-02-15
1075,1075,1,Annual,2020-01-25,2022-04-14,30.07,811.89,Net Banking,1,0,
1076,1076,5,Monthly,2022-02-04,2024-03-25,11.2,291.2,Credit Card,1,0,
1077,1077,3,Annual,2021-06-16,2024-12-27,152.81,6570.83,Bank Transfer,1,0,
1078,1078,2,Annual,2021-10-07,2024-10-21,73.06,2703.22,Debit Card,0,0,
1079,1079,4,Annual,2022-04-09,2022-12-05,361.77,2894.16,Net Banking,1,0,
1080,1080,1,Annual,2023-05-27,2025-06-15,27.24,681.0,Net Banking,1,0,
1081,1081,3,Monthly,2021-03-24,2023-01-13,188.95,4156.9,UPI,0,1,2022-05-18
1082,1082,2,Annual,2022-07-03,2025-03-19,79.85,2635.05,Net Banking,0,0,
1083,1083,3,Monthly,2021-06-29,2021-08-28,184.03,368.06,Credit Card,1,0,
1084,1084,1,Annual,2020-02-06,2020-11-02,29.19,262.71,Net Banking,0,0,
1085,1085,3,Annual,2021-10-17,2025-03-30,151.86,6378.12,Bank Transfer,0,1,2024-03-05
1086,1086,3,Annual,2021-07-30,2025-01-10,165.41,6947.22,UPI,1,0,
1087,1087,2,Annual,2023-04-09,2023-07-08,84.38,253.14,Debit Card,1,0,
1088,1088,5,Annual,2022-05-10,2025-12-20,12.24,538.56,Bank Transfer,1,0,
1089,1089,2,Annual,2023-03-07,2025-04-25,72.76,1891.76,UPI,1,0,
1090,1090,4,Monthly,2020-10-16,2024-04-28,461.88,19860.84,Credit Card,1,1,2023-04-04
