usage_id,customer_id,usage_month,login_count,feature_usage_score,support_tickets_raised,nps_score
5625,469,2023-08-29,19,45.86,1,
5626,469,2023-09-28,20,58.59,0,8.0
5627,469,2023-10-28,21,47.61,0,
5628,469,2023-11-27,19,78.77,0,7.0
5629,470,2023-01-01,20,51.8,1,
5630,470,2023-01-31,22,63.16,0,
5631,470,2023-03-02,19,25.08,1,9.0
5632,470,2023-04-01,31,38.21,4,
5633,470,2023-05-01,23,65.12,3,9.0
5634,470,2023-05-31,23,90.96,2,7.0
5635,470,2023-06-30,31,64.61,0,
5636,470,2023-07-30,10,34.9,0,
5637,470,2023-08-29,10,54.33,1,
5638,470,2023-09-28,29,92.37,0,
5639,470,2023-10-28,28,21.62,1,
5640,470,2023-11-27,15,40.43,0,
5641,471,2023-01-01,24,88.32,1,1.0
5642,471,2023-01-31,18,44.85,1,2.0
5643,471,2023-03-02,22,38.98,0,3.0
5644,471,2023-04-01,22,58.43,3,4.0
5645,471,2023-05-01,13,48.85,0,5.0
5646,471,2023-05-31,21,53.64,3,5.0
5647,471,2023-06-30,22,45.44,2,1.0
5648,471,2023-07-30,10,90.73,3,4.0
5649,471,2023-08-29,26,11.98,3,5.0
5650,471,2023-09-28,16,47.39,2,1.0
5651,471,2023-10-28,10,51.2,0,6.0
5652,471,2023-11-27,1,26.42,2,1.0
5653,472,2023-01-01,19,37.99,1,7.0
5654,472,2023-01-31,11,44.73,0,9.0
5655,472,2023-03-02,13,51.37,0,7.0
5656,472,2023-04-01,20,34.48,0,10.0
5657,472,2023-05-01,17,38.08,0,7.0
5658,472,2023-05-31,11,82.03,0,9.0
5659,472,2023-06-30,17,55.49,0,7.0
5660,472,2023-07-30,23,39.33,0,
5661,472,2023-08-29,6,76.16,1,
5662,472,2023-09-28,24,22.63,0,9.0
5663,472,2023-10-28,12,51.92,0,7.0
5664,472,2023-11-27,12,49.78,1,10.0
5665,473,2023-01-01,24,52.53,2,4.0
5666,473,2023-01-31,13,69.34,3,4.0
5667,473,2023-03-02,31,19.72,3,4.0
5668,473,2023-04-01,26,66.41,0,6.0
5669,473,2023-05-01,4,78.43,1,3.0
5670,473,2023-05-31,19,75.76,1,2.0
5671,473,2023-06-30,18,45.79,0,6.0
5672,473,2023-07-30,13,27.64,2,4.0
5673,473,2023-08-29,1,33.17,0,1.0
5674,473,2023-09-28,7,72.35,0,4.0
5675,473,2023-10-28,11,36.05,0,4.0
5676,473,2023-11-27,19,22.64,2,5.0
5677,474,2023-01-01,15,61.62,0,7.0
5678,474,2023-01-31,24,64.23,0,
5679,474,2023-03-02,16,37.64,0,
5680,474,2023-04-01,3,74.42,0,
5681,474,2023-05-01,16,71.28,0,9.0
5682,474,2023-05-31,16,87.46,0,
5683,474,2023-06-30,13,67.27,0,
5684,474,2023-07-30,20,49.45,3,7.0
5685,474,2023-08-29,17,40.96,1,8.0
5686,474,2023-09-28,23,96.06,1,9.0
5687,474,2023-10-28,22,49.51,1,
5688,474,2023-11-27,22,84.77,1,8.0
5689,475,2023-01-01,11,60.32,2,7.0
5690,475,2023-01-31,20,77.97,0,10.0
5691,475,2023-03-02,26,79.49,0,
5692,475,2023-04-01,20,59.57,0,
5693,475,2023-05-01,30,46.23,0,10.0
5694,475,2023-05-31,15,54.93,0,10.0
5695,475,2023-06-30,12,25.56,1,8.0
5696,475,2023-07-30,13,48.53,1,10.0
5697,475,2023-08-29,21,51.71,2,
5698,475,2023-09-28,14,90.06,1,
5699,475,2023-10-28,10,24.46,2,9.0
5700,475,2023-11-27,38,66.1,0,
5701,476,2023-01-01,15,26.54,0,
5702,476,2023-01-31,26,28.26,2,7.0
5703,476,2023-03-02,29,38.32,1,9.0
5704,476,2023-04-01,16,15.42,1,10.0
5705,476,2023-05-01,20,81.99,0,
5706,476,2023-05-31,17,56.06,0,7.0
5707,476,2023-06-30,20,69.01,1,
5708,476,2023-07-30,28,48.07,0,
5709,476,2023-08-29,14,58.49,2,10.0
5710,476,2023-09-28,18,49.9,0,9.0
5711,476,2023-10-28,26,33.7,0,
5712,476,2023-11-27,26,65.35,1,
5713,477,2023-01-01,26,82.19,1,9.0
5714,477,2023-01-31,13,59.95,0,
5715,477,2023-03-02,18,48.96,0,
5716,477,2023-04-01,18,76.86,1,9.0
5717,477,2023-05-01,15,18.02,1,
5718,477,2023-05-31,14,71.16,1,
5719,477,2023-06-30,19,46.76,0,7.0
5720,477,2023-07-30,22,56.03,2,8.0
5721,477,2023-08-29,14,59.36,0,
5722,477,2023-09-28,20,63.74,0,7.0
5723,477,2023-10-28,27,35.62,1,8.0
5724,477,2023-11-27,26,63.72,2,10.0
5725,478,2023-01-01,14,31.05,3,6.0
5726,478,2023-01-31,19,37.08,2,4.0
5727,478,2023-03-02,24,71.76,0,4.0
5728,478,2023-04-01,24,26.32,0,4.0
5729,478,2023-05-01,16,50.42,2,1.0
5730,478,2023-05-31,7,56.33,2,2.0
5731,478,2023-06-30,1,65.74,2,5.0
5732,478,2023-07-30,4,52.32,2,6.0
5733,478,2023-08-29,6,27.07,3,2.0
5734,478,2023-09-28,17,14.94,0,1.0
5735,478,2023-10-28,10,29.58,2,1.0
5736,478,2023-11-27,25,0.0,2,5.0
5737,479,2023-01-01,24,66.04,0,
5738,479,2023-01-31,23,54.55,0,7.0
5739,479,2023-03-02,14,47.83,1,10.0
5740,479,2023-04-01,16,32.42,1,7.0
5741,479,2023-05-01,10,51.14,0,8.0
5742,479,2023-05-31,21,19.21,1,10.0
5743,479,2023-06-30,26,67.85,0,
5744,479,2023-07-30,23,49.58,2,
5745,479,2023-08-29,10,62.6,0,7.0
5746,479,2023-09-28,20,33.42,4,10.0
5747,479,2023-10-28,17,61.9,2,8.0
5748,479,2023-11-27,16,84.21,0,
5749,480,2023-01-01,17,67.57,0,9.0
5750,480,2023-01-31,13,18.93,1,7.0
5751,480,2023-03-02,24,62.67,0,
5752,480,2023-04-01,15,74.73,0,8.0
5753,480,2023-05-01,14,79.34,0,7.0
5754,480,2023-05-31,8,46.8,0,
5755,480,2023-06-30,24,63.4,1,10.0
5756,480,2023-07-30,15,69.55,3,7.0
5757,480,2023-08-29,29,90.92,0,8.0
5758,480,2023-09-28,11,51.53,0,
5759,480,2023-10-28,16,99.84,0,8.0
5760,480,2023-11-27,15,77.99,1,10.0
5761,481,2023-01-01,22,58.83,0,
5762,481,2023-01-31,8,23.01,2,
5763,481,2023-03-02,16,61.15,1,
5764,481,2023-04-01,15,76.43,0,8.0
5765,481,2023-05-01,18,37.09,0,
5766,481,2023-05-31,9,63.38,1,9.0
5767,481,2023-06-30,8,75.74,0,9.0
5768,481,2023-07-30,21,40.2,1,
5769,481,2023-08-29,16,82.82,3,7.0
5770,481,2023-09-28,15,44.03,0,10.0
5771,481,2023-10-28,19,70.82,2,7.0
5772,481,2023-11-27,19,61.83,0,
5773,482,2023-01-01,10,34.69,0,9.0
5774,482,2023-01-31,22,63.43,1,8.0
5775,482,2023-03-02,21,65.42,0,7.0
5776,482,2023-04-01,15,28.75,1,
5777,482,2023-05-01,25,52.26,1,
5778,482,2023-05-31,10,38.2,0,
5779,482,2023-06-30,19,32.05,0,10.0
5780,482,2023-07-30,14,56.12,0,10.0
5781,482,2023-08-29,18,47.2,0,7.0
5782,482,2023-09-28,19,73.64,0,8.0
5783,482,2023-10-28,20,74.13,0,9.0
5784,482,2023-11-27,20,40.05,1,
5785,483,2023-01-01,12,47.17,2,9.0
5786,483,2023-01-31,14,55.74,0,
5787,483,2023-03-02,3,69.71,0,9.0
5788,483,2023-04-01,23,49.36,0,10.0
5789,483,2023-05-01,11,49.34,0,10.0
5790,483,2023-05-31,20,57.0,0,7.0
5791,483,2023-06-30,15,56.32,1,
5792,483,2023-07-30,25,51.95,0,9.0
5793,483,2023-08-29,17,67.68,0,8.0
5794,483,2023-09-28,14,48.13,1,9.0
5795,483,2023-10-28,5,56.89,1,
5796,483,2023-11-27,10,40.1,1,
5797,484,2023-01-01,11,100.0,2,10.0
5798,484,2023-01-31,21,51.28,0,
5799,484,2023-03-02,19,100.0,0,
5800,484,2023-04-01,19,56.58,1,8.0
5801,484,2023-05-01,17,69.88,0,10.0
5802,484,2023-05-31,14,39.75,0,9.0
5803,484,2023-06-30,22,99.97,0,8.0
5804,484,2023-07-30,11,43.15,1,9.0
5805,484,2023-08-29,16,50.95,0,9.0
5806,484,2023-09-28,25,45.47,0,9.0
5807,484,2023-10-28,13,53.72,0,7.0
5808,484,2023-11-27,24,64.99,0,
5809,485,2023-01-01,18,70.76,0,7.0
5810,485,2023-01-31,9,70.58,0,9.0
5811,485,2023-03-02,10,56.44,0,
5812,485,2023-04-01,16,41.01,3,10.0
5813,485,2023-05-01,21,77.37,1,
5814,485,2023-05-31,22,69.38,0,
5815,485,2023-06-30,16,72.2,0,
5816,485,2023-07-30,5,20.27,2,7.0
5817,485,2023-08-29,18,32.27,0,9.0
5818,485,2023-09-28,33,76.52,2,
5819,485,2023-10-28,17,58.33,0,8.0
5820,485,2023-11-27,14,77.42,0,
5821,486,2023-01-01,21,73.39,3,4.0
5822,486,2023-01-31,28,58.89,2,6.0
5823,486,2023-03-02,14,61.4,4,5.0
5824,486,2023-04-01,2,50.97,1,6.0
5825,486,2023-05-01,4,38.41,3,2.0
5826,486,2023-05-31,4,21.44,4,2.0
5827,486,2023-06-30,11,43.86,1,1.0
5828,486,2023-07-30,5,0.33,2,3.0
5829,486,2023-08-29,21,17.77,2,1.0
5830,486,2023-09-28,13,23.58,0,2.0
5831,486,2023-10-28,6,52.88,5,6.0
5832,486,2023-11-27,8,24.76,1,2.0
5833,487,2023-01-01,14,38.33,2,8.0
5834,487,2023-01-31,15,75.54,2,
5835,487,2023-03-02,15,97.67,1,
5836,487,2023-04-01,6,59.65,0,
5837,487,2023-05-01,5,76.38,0,
5838,487,2023-05-31,23,33.42,0,
5839,487,2023-06-30,17,43.25,1,
5840,487,2023-07-30,19,10.07,1,8.0
5841,487,2023-08-29,23,77.13,1,
5842,487,2023-09-28,25,72.09,0,9.0
5843,487,2023-10-28,12,52.05,0,
5844,487,2023-11-27,27,34.59,0,
5845,488,2023-01-01,10,29.72,2,7.0
5846,488,2023-01-31,17,31.1,1,
5847,488,2023-03-02,17,23.57,1,9.0
5848,488,2023-04-01,16,15.37,1,
5849,488,2023-05-01,27,79.71,0,8.0
5850,488,2023-05-31,12,76.34,0,
5851,488,2023-06-30,24,78.45,0,
5852,488,2023-07-30,26,60.41,1,9.0
5853,488,2023-08-29,16,51.34,1,
5854,488,2023-09-28,18,42.92,1,
5855,488,2023-10-28,11,63.7,0,9.0
5856,488,2023-11-27,23,48.18,0,9.0
5857,489,2023-01-01,15,86.77,1,
5858,489,2023-01-31,30,53.86,1,8.0
5859,489,2023-03-02,11,56.43,0,
5860,489,2023-04-01,19,41.95,2,8.0
5861,489,2023-05-01,20,83.62,1,
5862,489,2023-05-31,14,28.52,0,8.0
5863,489,2023-06-30,12,55.85,3,
5864,489,2023-07-30,4,24.1,0,
5865,489,2023-08-29,28,14.32,1,
5866,489,2023-09-28,26,81.01,0,9.0
5867,489,2023-10-28,26,43.3,0,10.0
5868,489,2023-11-27,27,34.59,1,
5869,490,2023-01-01,6,60.18,2,9.0
5870,490,2023-01-31,16,49.08,1,8.0
5871,490,2023-03-02,19,41.1,0,
5872,490,2023-04-01,22,79.52,1,9.0
5873,490,2023-05-01,22,56.46,2,9.0
5874,490,2023-05-31,25,77.55,1,8.0
5875,490,2023-06-30,17,46.74,0,10.0
5876,490,2023-07-30,21,82.56,0,
5877,490,2023-08-29,13,30.18,0,
5878,490,2023-09-28,30,78.83,0,
5879,490,2023-10-28,27,0.0,1,10.0
5880,490,2023-11-27,18,49.4,1,10.0
5881,491,2023-01-01,9,25.57,0,10.0
5882,491,2023-01-31,17,55.36,0,10.0
5883,491,2023-03-02,20,31.51,1,8.0
5884,491,2023-04-01,26,39.41,0,10.0
5885,491,2023-05-01,15,74.55,0,8.0
5886,491,2023-05-31,10,31.07,1,7.0
5887,491,2023-06-30,18,56.97,1,9.0
5888,491,2023-07-30,14,48.29,1,9.0
5889,491,2023-08-29,25,57.31,0,
5890,491,2023-09-28,14,59.54,0,10.0
5891,491,2023-10-28,8,30.89,1,8.0
5892,491,2023-11-27,24,33.9,1,
5893,492,2023-01-01,28,37.7,0,7.0
5894,492,2023-01-31,24,23.84,0,8.0
5895,492,2023-03-02,21,78.88,0,7.0
5896,492,2023-04-01,22,28.82,2,
5897,492,2023-05-01,14,83.23,1,
5898,492,2023-05-31,20,58.96,1,9.0
5899,492,2023-06-30,22,24.6,1,10.0
5900,492,2023-07-30,20,28.92,3,
5901,492,2023-08-29,10,30.99,0,10.0
5902,492,2023-09-28,12,46.98,0,
5903,492,2023-10-28,17,54.71,1,8.0
5904,492,2023-11-27,20,74.16,0,9.0
5905,493,2023-01-01,23,32.22,0,7.0
5906,493,2023-01-31,23,100.0,0,8.0
5907,493,2023-03-02,27,83.06,1,
5908,493,2023-04-01,12,74.27,1,8.0
5909,493,2023-05-01,20,62.02,0,9.0
5910,493,2023-05-31,24,31.69,1,
5911,493,2023-06-30,25,29.24,0,
5912,493,2023-07-30,12,65.13,0,7.0
5913,493,2023-08-29,13,31.11,0,8.0
5914,493,2023-09-28,17,43.08,1,
5915,493,2023-10-28,17,26.41,1,
5916,493,2023-11-27,27,48.04,4,
5917,494,2023-01-01,16,58.16,0,10.0
5918,494,2023-01-31,19,39.13,1,7.0
5919,494,2023-03-02,16,84.36,0,
5920,494,2023-04-01,24,59.49,0,10.0
5921,494,2023-05-01,21,37.35,0,8.0
5922,494,2023-05-31,19,58.12,0,9.0
5923,494,2023-06-30,16,61.9,0,9.0
5924,494,2023-07-30,26,89.13,0,
5925,494,2023-08-29,17,40.25,1,9.0
5926,494,2023-09-28,23,40.24,1,9.0
5927,494,2023-10-28,32,58.9,1,8.0
5928,494,2023-11-27,18,65.34,0,9.0
5929,495,2023-01-01,26,62.24,0,9.0
5930,495,2023-01-31,15,54.24,0,9.0
5931,495,2023-03-02,17,14.07,2,
5932,495,2023-04-01,8,73.19,0,
5933,495,2023-05-01,26,70.56,0,10.0
5934,495,2023-05-31,18,59.95,0,10.0
5935,495,2023-06-30,24,87.7,0,10.0
5936,495,2023-07-30,14,66.2,1,
5937,495,2023-08-29,18,64.73,1,7.0
5938,495,2023-09-28,22,23.37,1,7.0
5939,495,2023-10-28,25,55.96,2,8.0
5940,495,2023-11-27,22,81.48,0,8.0
5941,496,2023-01-01,12,19.74,2,3.0
5942,496,2023-01-31,14,51.15,2,3.0
5943,496,2023-03-02,20,50.06,1,2.0
5944,496,2023-04-01,16,65.95,3,2.0
5945,496,2023-05-01,18,61.02,1,1.0
5946,496,2023-05-31,21,65.5,2,2.0
5947,496,2023-06-30,14,45.94,0,4.0
5948,496,2023-07-30,18,10.72,0,4.0
5949,496,2023-08-29,12,41.28,5,4.0
5950,496,2023-09-28,19,56.4,1,3.0
5951,496,2023-10-28,18,34.28,3,2.0
5952,496,2023-11-27,10,44.61,4,5.0
5953,497,2023-01-01,10,100.0,0,8.0
5954,497,2023-01-31,15,30.48,0,
5955,497,2023-03-02,24,71.05,0,
5956,497,2023-04-01,11,65.01,0,8.0
5957,497,2023-05-01,20,37.26,0,10.0
5958,497,2023-05-31,15,79.72,0,
5959,497,2023-06-30,13,39.49,2,10.0
5960,497,2023-07-30,21,65.69,0,10.0
5961,497,2023-08-29,33,27.42,0,
5962,497,2023-09-28,15,34.44,0,10.0
5963,497,2023-10-28,5,37.53,0,
5964,497,2023-11-27,14,29.37,0,
5965,498,2023-01-01,14,51.34,0,10.0
5966,498,2023-01-31,16,35.51,0,9.0
5967,498,2023-03-02,25,53.96,0,
5968,498,2023-04-01,16,71.77,0,
5969,498,2023-05-01,14,90.12,1,8.0
5970,498,2023-05-31,20,57.44,0,10.0
5971,498,2023-06-30,12,53.61,0,8.0
5972,498,2023-07-30,27,48.96,0,8.0
5973,498,2023-08-29,9,57.81,0,
5974,498,2023-09-28,18,6.29,0,9.0
5975,498,2023-10-28,19,95.42,0,
5976,498,2023-11-27,13,31.44,0,10.0
5977,499,2023-01-01,25,81.65,0,8.0
5978,499,2023-01-31,26,31.41,1,
5979,499,2023-03-02,17,48.76,0,
5980,499,2023-04-01,18,60.89,0,10.0
5981,499,2023-05-01,16,53.51,0,
5982,499,2023-05-31,29,79.06,1,8.0
5983,499,2023-06-30,20,76.42,0,
5984,499,2023-07-30,23,33.34,1,
5985,499,2023-08-29,28,57.21,0,10.0
5986,499,2023-09-28,20,62.16,0,
5987,499,2023-10-28,24,65.65,1,
5988,499,2023-11-27,17,48.35,0,
5989,500,2023-01-01,22,42.74,0,10.0
5990,500,2023-01-31,23,76.23,2,7.0
5991,500,2023-03-02,9,7.89,2,9.0
5992,500,2023-04-01,23,62.11,2,
5993,500,2023-05-01,8,78.49,1,
5994,500,2023-05-31,14,56.95,4,
5995,500,2023-06-30,22,79.89,0,7.0
5996,500,2023-07-30,15,66.1,0,10.0
5997,500,2023-08-29,21,22.37,0,
5998,500,2023-09-28,13,52.05,0,
5999,500,2023-10-28,11,69.9,0,10.0
6000,500,2023-11-27,10,72.69,0,7.0
6001,501,2023-01-01,22,93.49,4,3.0
6002,501,2023-01-31,31,36.98,3,6.0
6003,501,2023-03-02,17,57.36,0,4.0
6004,501,2023-04-01,18,60.73,1,4.0
6005,501,2023-05-01,23,57.51,1,1.0
6006,501,2023-05-31,13,42.11,5,2.0
6007,501,2023-06-30,1,52.1,1,4.0
6008,501,2023-07-30,14,36.9,3,1.0
6009,501,2023-08-29,5,51.32,2,4.0
6010,501,2023-09-28,6,47.12,4,5.0
6011,501,2023-10-28,24,40.44,1,6.0
6012,501,2023-11-27,9,37.34,2,3.0
6013,502,2023-01-01,14,46.99,0,
6014,502,2023-01-31,11,42.52,0,
6015,502,2023-03-02,16,82.26,0,10.0
6016,502,2023-04-01,25,69.18,0,
6017,502,2023-05-01,10,45.0,1,8.0
6018,502,2023-05-31,14,61.17,0,9.0
6019,502,2023-06-30,23,44.39,0,
6020,502,2023-07-30,19,27.62,1,
6021,502,2023-08-29,13,78.45,1,7.0
6022,502,2023-09-28,16,56.82,1,9.0
6023,502,2023-10-28,26,57.39,1,10.0
6024,502,2023-11-27,19,49.37,1,8.0
6025,503,2023-01-01,27,87.18,1,8.0
6026,503,2023-01-31,14,66.54,0,8.0
6027,503,2023-03-02,13,51.64,0,
6028,503,2023-04-01,22,85.37,1,
6029,503,2023-05-01,17,74.27,1,10.0
6030,503,2023-05-31,12,100.0,0,7.0
6031,503,2023-06-30,21,15.48,1,10.0
6032,503,2023-07-30,12,49.32,2,7.0
6033,503,2023-08-29,13,72.12,2,7.0
6034,503,2023-09-28,11,32.64,1,7.0
6035,503,2023-10-28,9,66.54,0,7.0
6036,503,2023-11-27,10,68.74,0,7.0
6037,504,2023-01-01,22,71.51,1,
6038,504,2023-01-31,27,60.91,0,8.0
6039,504,2023-03-02,22,50.22,1,10.0
6040,504,2023-04-01,24,64.28,1,10.0
6041,504,2023-05-01,14,71.2,0,
6042,504,2023-05-31,28,50.4,0,7.0
6043,504,2023-06-30,19,63.93,1,10.0
6044,504,2023-07-30,8,24.26,0,10.0
6045,504,2023-08-29,15,82.18,0,
6046,504,2023-09-28,15,78.71,0,7.0
6047,504,2023-10-28,13,66.49,0,
6048,504,2023-11-27,15,59.18,0,9.0
6049,505,2023-01-01,28,70.2,3,1.0
6050,505,2023-01-31,7,70.09,2,2.0
6051,505,2023-03-02,8,51.0,3,2.0
6052,505,2023-04-01,14,56.0,5,3.0
6053,505,2023-05-01,17,58.03,4,5.0
6054,505,2023-05-31,22,31.82,3,4.0
6055,505,2023-06-30,12,69.85,1,5.0
6056,505,2023-07-30,12,50.66,1,4.0
6057,505,2023-08-29,15,38.41,1,3.0
6058,505,2023-09-28,18,23.8,0,6.0
6059,505,2023-10-28,10,68.81,1,2.0
6060,505,2023-11-27,19,18.23,3,1.0
6061,506,2023-01-01,22,24.96,3,6.0
6062,506,2023-01-31,24,79.43,0,2.0
6063,506,2023-03-02,11,37.42,1,3.0
6064,506,2023-04-01,18,57.05,2,2.0
6065,506,2023-05-01,2,12.42,4,3.0
6066,506,2023-05-31,1,39.36,2,5.0
6067,506,2023-06-30,12,69.58,1,2.0
6068,506,2023-07-30,21,34.51,1,6.0
6069,506,2023-08-29,18,31.7,2,6.0
6070,506,2023-09-28,15,71.93,1,6.0
6071,506,2023-10-28,10,51.23,4,1.0
6072,506,2023-11-27,9,36.43,1,5.0
6073,507,2023-01-01,20,70.33,1,2.0
6074,507,2023-01-31,23,69.98,1,2.0
6075,507,2023-03-02,11,46.32,2,2.0
6076,507,2023-04-01,20,73.4,1,1.0
6077,507,2023-05-01,20,42.5,2,2.0
6078,507,2023-05-31,16,39.21,2,3.0
6079,507,2023-06-30,18,31.6,1,5.0
6080,507,2023-07-30,10,15.85,0,1.0
6081,507,2023-08-29,12,68.27,1,6.0
6082,507,2023-09-28,8,6.96,1,6.0
6083,507,2023-10-28,3,34.8,3,2.0
6084,507,2023-11-27,21,53.6,0,2.0
6085,508,2023-01-01,26,58.19,1,
6086,508,2023-01-31,18,73.16,0,8.0
6087,508,2023-03-02,18,42.93,0,9.0
6088,508,2023-04-01,19,48.31,0,
6089,508,2023-05-01,9,35.63,1,
6090,508,2023-05-31,10,61.32,0,8.0
6091,508,2023-06-30,23,64.95,2,7.0
6092,508,2023-07-30,16,100.0,0,9.0
6093,508,2023-08-29,19,67.6,1,8.0
6094,508,2023-09-28,27,65.77,1,10.0
6095,508,2023-10-28,27,67.94,1,8.0
6096,508,2023-11-27,22,75.83,0,7.0
6097,509,2023-01-01,23,64.34,1,7.0
6098,509,2023-01-31,23,65.86,0,10.0
6099,509,2023-03-02,18,67.26,0,10.0
6100,509,2023-04-01,24,36.19,1,7.0
6101,509,2023-05-01,14,58.21,1,7.0
6102,509,2023-05-31,6,73.33,0,
6103,509,2023-06-30,23,61.21,0,
6104,509,2023-07-30,14,66.78,0,7.0
6105,509,2023-08-29,21,58.54,2,10.0
6106,509,2023-09-28,19,58.74,0,
6107,509,2023-10-28,12,59.63,0,9.0
6108,509,2023-11-27,17,68.71,0,
6109,510,2023-01-01,11,34.14,0,
6110,510,2023-01-31,23,64.12,0,9.0
6111,510,2023-03-02,20,12.64,1,7.0
6112,510,2023-04-01,10,53.84,0,8.0
6113,510,2023-05-01,19,56.43,1,
6114,510,2023-05-31,25,45.79,2,
6115,510,2023-06-30,12,44.86,0,10.0
6116,510,2023-07-30,15,60.4,1,7.0
6117,510,2023-08-29,22,67.9,0,
6118,510,2023-09-28,28,66.53,1,8.0
6119,510,2023-10-28,28,69.15,0,10.0
6120,510,2023-11-27,9,45.14,1,9.0
6121,511,2023-01-01,12,23.6,0,9.0
6122,511,2023-01-31,23,53.33,0,
6123,511,2023-03-02,22,59.18,0,10.0
6124,511,2023-04-01,18,47.86,0,
6125,511,2023-05-01,8,55.66,1,8.0
6126,511,2023-05-31,15,45.88,1,9.0
6127,511,2023-06-30,23,24.38,0,
6128,511,2023-07-30,23,48.49,0,7.0
6129,511,2023-08-29,19,63.31,0,
6130,511,2023-09-28,17,49.73,0,7.0
6131,511,2023-10-28,23,90.39,0,9.0
6132,511,2023-11-27,3,47.92,0,
6133,512,2023-01-01,16,46.73,1,
6134,512,2023-01-31,14,76.5,0,7.0
6135,512,2023-03-02,25,64.31,0,
6136,512,2023-04-01,22,49.12,2,
6137,512,2023-05-01,15,42.25,1,9.0
6138,512,2023-05-31,7,26.57,0,
6139,512,2023-06-30,15,40.26,0,
6140,512,2023-07-30,17,74.66,0,10.0
6141,512,2023-08-29,9,79.91,0,7.0
6142,512,2023-09-28,30,57.28,0,
6143,512,2023-10-28,21,87.86,2,9.0
6144,512,2023-11-27,8,59.52,0,
6145,513,2023-01-01,19,58.08,1,7.0
6146,513,2023-01-31,27,42.12,0,8.0
6147,513,2023-03-02,19,75.57,1,
6148,513,2023-04-01,26,66.99,0,10.0
6149,513,2023-05-01,17,89.41,0,
6150,513,2023-05-31,14,68.99,0,
6151,513,2023-06-30,19,57.26,0,
6152,513,2023-07-30,12,66.3,0,10.0
6153,513,2023-08-29,12,98.84,1,10.0
6154,513,2023-09-28,22,48.64,0,7.0
6155,513,2023-10-28,20,72.27,0,
6156,513,2023-11-27,23,66.75,0,
6157,514,2023-01-01,12,40.2,1,
6158,514,2023-01-31,17,55.84,1,9.0
6159,514,2023-03-02,12,48.46,0,9.0
6160,514,2023-04-01,27,38.41,1,8.0
6161,514,2023-05-01,14,68.77,1,8.0
6162,514,2023-05-31,23,27.88,0,9.0
6163,514,2023-06-30,29,62.16,1,
6164,514,2023-07-30,27,50.13,1,7.0
6165,514,2023-08-29,26,86.2,1,9.0
6166,514,2023-09-28,20,75.24,0,9.0
6167,514,2023-10-28,20,53.97,0,
6168,514,2023-11-27,21,45.09,0,
6169,515,2023-01-01,16,64.87,0,7.0
6170,515,2023-01-31,25,64.81,1,
6171,515,2023-03-02,11,63.21,1,7.0
6172,515,2023-04-01,5,36.23,0,
6173,515,2023-05-01,16,73.44,1,
6174,515,2023-05-31,27,56.21,0,10.0
6175,515,2023-06-30,28,61.94,0,7.0
6176,515,2023-07-30,23,64.19,1,8.0
6177,515,2023-08-29,20,24.27,0,10.0
6178,515,2023-09-28,14,57.54,1,9.0
6179,515,2023-10-28,17,35.15,1,7.0
6180,515,2023-11-27,15,34.06,0,
6181,516,2023-01-01,19,12.64,4,5.0
6182,516,2023-01-31,21,78.97,0,6.0
6183,516,2023-03-02,15,41.55,0,5.0
6184,516,2023-04-01,18,18.63,3,1.0
6185,516,2023-05-01,9,61.23,3,3.0
6186,516,2023-05-31,20,39.61,2,2.0
6187,516,2023-06-30,0,33.95,0,3.0
6188,516,2023-07-30,9,58.3,0,4.0
6189,516,2023-08-29,19,92.62,1,5.0
6190,516,2023-09-28,16,20.71,1,1.0
6191,516,2023-10-28,22,57.75,2,3.0
6192,516,2023-11-27,9,61.56,0,3.0
6193,517,2023-01-01,11,46.49,0,
6194,517,2023-01-31,21,12.04,1,
6195,517,2023-03-02,18,68.39,0,7.0
6196,517,2023-04-01,22,41.18,1,
6197,517,2023-05-01,20,77.53,1,
6198,517,2023-05-31,18,84.32,0,
6199,517,2023-06-30,15,24.55,0,7.0
6200,517,2023-07-30,27,12.93,2,
6201,517,2023-08-29,23,44.98,0,
6202,517,2023-09-28,13,58.07,0,7.0
6203,517,2023-10-28,18,45.42,1,10.0
6204,517,2023-11-27,29,82.84,1,7.0
6205,518,2023-01-01,13,51.13,0,
6206,518,2023-01-31,34,30.52,0,7.0
6207,518,2023-03-02,26,69.31,1,
6208,518,2023-04-01,17,58.03,0,8.0
6209,518,2023-05-01,24,50.88,0,8.0
6210,518,2023-05-31,19,70.72,0,10.0
6211,518,2023-06-30,23,25.99,0,8.0
6212,518,2023-07-30,11,73.67,1,10.0
6213,518,2023-08-29,5,36.91,1,
6214,518,2023-09-28,19,60.05,2,
6215,518,2023-10-28,18,75.71,1,
6216,518,2023-11-27,18,27.95,1,7.0
6217,519,2023-01-01,10,42.37,0,10.0
6218,519,2023-01-31,12,52.02,1,10.0
6219,519,2023-03-02,21,63.9,1,8.0
6220,519,2023-04-01,10,71.88,1,7.0
6221,519,2023-05-01,21,59.66,1,
6222,519,2023-05-31,20,54.18,0,10.0
6223,519,2023-06-30,26,69.29,0,
6224,519,2023-07-30,19,45.5,0,10.0
6225,519,2023-08-29,29,22.82,0,10.0
6226,519,2023-09-28,18,32.85,0,
6227,519,2023-10-28,14,60.83,1,
6228,519,2023-11-27,14,50.32,0,8.0
6229,520,2023-01-01,11,65.13,0,6.0
6230,520,2023-01-31,22,65.1,2,3.0
